url,year,month,stamp
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2013/visa-bulletin-for-august-2013.html,2013,AUGUST,2013-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2013/visa-bulletin-for-september-2013.html,2013,SEPTEMBER,2013-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-october-2013.html,2013,OCTOBER,2013-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-november-2013.html,2013,NOVEMBER,2013-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-december-2013.html,2013,DECEMBER,2013-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-january-2014.html,2014,JANUARY,2014-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-february-2014.html,2014,FEBRUARY,2014-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-march-2014.html,2014,MARCH,2014-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-april-2014.html,2014,APRIL,2014-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-may-2014.html,2014,MAY,2014-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-june-2014.html,2014,JUNE,2014-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-july-2014.html,2014,JULY,2014-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-august-2014.html,2014,AUGUST,2014-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2014/visa-bulletin-for-september-2014.html,2014,SEPTEMBER,2014-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-october-2014.html,2014,OCTOBER,2014-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-november-2014.html,2014,NOVEMBER,2014-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-december-2014.html,2014,DECEMBER,2014-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-january-2015.html,2015,JANUARY,2015-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-february-2015.html,2015,FEBRUARY,2015-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-march-2015.html,2015,MARCH,2015-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-april-2015.html,2015,APRIL,2015-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-may-2015.html,2015,MAY,2015-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-june-2015.html,2015,JUNE,2015-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-july-2015.html,2015,JULY,2015-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-august-2015.html,2015,AUGUST,2015-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2015/visa-bulletin-for-september-2015.html,2015,SEPTEMBER,2015-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-october-2015.html,2015,OCTOBER,2015-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-november-2015.html,2015,NOVEMBER,2015-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-december-2015.html,2015,DECEMBER,2015-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-january-2016.html,2016,JANUARY,2016-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-february-2016.html,2016,FEBRUARY,2016-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-march-2016.html,2016,MARCH,2016-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-april-2016.html,2016,APRIL,2016-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-may-2016.html,2016,MAY,2016-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-june-2016.html,2016,JUNE,2016-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-july-2016.html,2016,JULY,2016-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-august-2016.html,2016,AUGUST,2016-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2016/visa-bulletin-for-september-2016.html,2016,SEPTEMBER,2016-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-october-2016.html,2016,OCTOBER,2016-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-november-2016.html,2016,NOVEMBER,2016-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-december-2016.html,2016,DECEMBER,2016-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-january-2017.html,2017,JANUARY,2017-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-february-2017.html,2017,FEBRUARY,2017-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-march-2017.html,2017,MARCH,2017-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-april-2017.html,2017,APRIL,2017-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-may-2017.html,2017,MAY,2017-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-june-2017.html,2017,JUNE,2017-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-july-2017.html,2017,JULY,2017-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-august-2017.html,2017,AUGUST,2017-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-september-2017.html,2017,SEPTEMBER,2017-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-october-2017.html,2017,OCTOBER,2017-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-november-2017.html,2017,NOVEMBER,2017-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-december-2017.html,2017,DECEMBER,2017-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-january-2018.html,2018,JANUARY,2018-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-february-2018.html,2018,FEBRUARY,2018-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-march-2018.html,2018,MARCH,2018-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-april-2018.html,2018,APRIL,2018-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-may-2018.html,2018,MAY,2018-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-june-2018.html,2018,JUNE,2018-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-july-2018.html,2018,JULY,2018-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-august-2018.html,2018,AUGUST,2018-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2018/visa-bulletin-for-september-2018.html,2018,SEPTEMBER,2018-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-october-2018.html,2018,OCTOBER,2018-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-november-2018.html,2018,NOVEMBER,2018-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-december-2018.html,2018,DECEMBER,2018-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-january-2019.html,2019,JANUARY,2019-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-february-2019.html,2019,FEBRUARY,2019-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-march-2019.html,2019,MARCH,2019-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-april-2019.html,2019,APRIL,2019-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-may-2019.html,2019,MAY,2019-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-june-2019.html,2019,JUNE,2019-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-july-2019.html,2019,JULY,2019-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-august-2019.html,2019,AUGUST,2019-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2019/visa-bulletin-for-september-2019.html,2019,SEPTEMBER,2019-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-october-2019.html,2019,OCTOBER,2019-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-november-2019.html,2019,NOVEMBER,2019-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-december-2019.html,2019,DECEMBER,2019-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-january-2020.html,2020,JANUARY,2020-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-february-2020.html,2020,FEBRUARY,2020-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-march-2020.html,2020,MARCH,2020-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-april-2020.html,2020,APRIL,2020-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-may-2020.html,2020,MAY,2020-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-june-2020.html,2020,JUNE,2020-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-july-2020.html,2020,JULY,2020-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-august-2020.html,2020,AUGUST,2020-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2020/visa-bulletin-for-september-2020.html,2020,SEPTEMBER,2020-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-october-2020.html,2020,OCTOBER,2020-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-november-2020.html,2020,NOVEMBER,2020-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-december-2020.html,2020,DECEMBER,2020-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-january-2021.html,2021,JANUARY,2021-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-february-2021.html,2021,FEBRUARY,2021-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-march-2021.html,2021,MARCH,2021-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-april-2021.html,2021,APRIL,2021-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-may-2021.html,2021,MAY,2021-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-june-2021.html,2021,JUNE,2021-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-july-2021.html,2021,JULY,2021-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-august-2021.html,2021,AUGUST,2021-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2021/visa-bulletin-for-september-2021.html,2021,SEPTEMBER,2021-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-october-2021.html,2021,OCTOBER,2021-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-november-2021.html,2021,NOVEMBER,2021-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-december-2021.html,2021,DECEMBER,2021-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-january-2022.html,2022,JANUARY,2022-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-february-2022.html,2022,FEBRUARY,2022-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-march-2022.html,2022,MARCH,2022-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-april-2022.html,2022,APRIL,2022-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-may-2022.html,2022,MAY,2022-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-june-2022.html,2022,JUNE,2022-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-july-2022.html,2022,JULY,2022-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-august-2022.html,2022,AUGUST,2022-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2022/visa-bulletin-for-september-2022.html,2022,SEPTEMBER,2022-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-october-2022.html,2022,OCTOBER,2022-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-november-2022.html,2022,NOVEMBER,2022-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-december-2022.html,2022,DECEMBER,2022-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-january-2023.html,2023,JANUARY,2023-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-february-2023.html,2023,FEBRUARY,2023-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-march-2023.html,2023,MARCH,2023-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-april-2023.html,2023,APRIL,2023-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-may-2023.html,2023,MAY,2023-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-june-2023.html,2023,JUNE,2023-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-july-2023.html,2023,JULY,2023-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-august-2023.html,2023,AUGUST,2023-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2023/visa-bulletin-for-september-2023.html,2023,SEPTEMBER,2023-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-october-2023.html,2023,OCTOBER,2023-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-november-2023.html,2023,NOVEMBER,2023-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-december-2023.html,2023,DECEMBER,2023-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-january-2024.html,2024,JANUARY,2024-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-february-2024.html,2024,FEBRUARY,2024-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-march-2024.html,2024,MARCH,2024-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-april-2024.html,2024,APRIL,2024-04-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-may-2024.html,2024,MAY,2024-05-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-june-2024.html,2024,JUNE,2024-06-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-july-2024.html,2024,JULY,2024-07-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-august-2024.html,2024,AUGUST,2024-08-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2024/visa-bulletin-for-september-2024.html,2024,SEPTEMBER,2024-09-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-october-2024.html,2024,OCTOBER,2024-10-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-november-2024.html,2024,NOVEMBER,2024-11-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-december-2024.html,2024,DECEMBER,2024-12-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-january-2025.html,2025,JANUARY,2025-01-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-february-2025.html,2025,FEBRUARY,2025-02-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-march-2025.html,2025,MARCH,2025-03-01
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2025/visa-bulletin-for-april-2025.html,2025,APRIL,2025-04-01
